"PostID","AuthorId","Author","Avatar","Content","Comments","Url","Posted At","Comment Count","Reaction Count","Shared Count"
"1085172150303366","100064317746486","Amigo Bicho Prudente","https://scontent.faqa2-1.fna.fbcdn.net/v/t39.30808-1/327162223_734507631287847_544071472087810873_n.jpg?stp=c12.0.292.292a_cp0_dst-jpg_s40x40_tt6&_nc_cat=103&ccb=1-7&_nc_sid=2d3e12&_nc_eui2=AeEjtyOBxLuQcjix6ASPr9uRlQKCnG_O-I-VAoKcb874jwE2I0hScltqeLYyF5XoujIiy-lIG7tcTeaeeLLyihmY&_nc_ohc=19pEfDEAIJMQ7kNvwGIuRco&_nc_oc=AdkSw-5WJYUTBE13Tm3edGXQ76NLczOKz8TQUWWnUJPNDPmKPrIthurw_OzsvKuIO2HeNDYuXq4MM_qHc9sdqzw1&_nc_zt=24&_nc_ht=scontent.faqa2-1.fna&_nc_gid=3c00NkQHYRPVNH8eiYdDrA&oh=00_AfE4Ur5lo_tgSB0c-wL2yJk-1MecLIECOBjWAFZr2qmO3A&oe=6810595A","
with a Facebook Post: https://www.facebook.com/groups/animaisperdidospp/permalink/9256516157787404/","","https://www.facebook.com/amigobichoprudente/posts/pfbid0TLRAQSnPkm3fEnikid65bSjSkGGorHkyyKcWxSBxHcJV13LMUSFjKGZYQrX4TgJ9l","2025-04-23 21:14:09","1","3","5"
"1084979180322663","100064317746486","Amigo Bicho Prudente","https://scontent.faqa2-1.fna.fbcdn.net/v/t39.30808-1/327162223_734507631287847_544071472087810873_n.jpg?stp=c12.0.292.292a_cp0_dst-jpg_s40x40_tt6&_nc_cat=103&ccb=1-7&_nc_sid=2d3e12&_nc_eui2=AeEjtyOBxLuQcjix6ASPr9uRlQKCnG_O-I-VAoKcb874jwE2I0hScltqeLYyF5XoujIiy-lIG7tcTeaeeLLyihmY&_nc_ohc=19pEfDEAIJMQ7kNvwGIuRco&_nc_oc=AdkSw-5WJYUTBE13Tm3edGXQ76NLczOKz8TQUWWnUJPNDPmKPrIthurw_OzsvKuIO2HeNDYuXq4MM_qHc9sdqzw1&_nc_zt=24&_nc_ht=scontent.faqa2-1.fna&_nc_gid=3c00NkQHYRPVNH8eiYdDrA&oh=00_AfE4Ur5lo_tgSB0c-wL2yJk-1MecLIECOBjWAFZr2qmO3A&oe=6810595A","Esse filhote precisa de um dono de raça e muito amor para superar seus traumas. 
Compartilhe se não puder adotar💙💙
with a Facebook Post: https://www.facebook.com/uvzpresprudente/posts/pfbid02pDzZmcuwetnUpFUJ6n8gvgihdhNwbTF9ovgC62prfbAuduqk68vkHUm9KArTvDfal","","https://www.facebook.com/amigobichoprudente/posts/pfbid02xMLwPZzLLZPhhmzn1QLtBXyG9JHTbShtGKx2h2YgqwucWXqvy1YVzX9AYaSG3FzWl","2025-04-23 14:39:22","0","2","2"
"1084812920339289","100064317746486","Amigo Bicho Prudente","https://scontent.faqa2-1.fna.fbcdn.net/v/t39.30808-1/327162223_734507631287847_544071472087810873_n.jpg?stp=c12.0.292.292a_cp0_dst-jpg_s40x40_tt6&_nc_cat=103&ccb=1-7&_nc_sid=2d3e12&_nc_eui2=AeEjtyOBxLuQcjix6ASPr9uRlQKCnG_O-I-VAoKcb874jwE2I0hScltqeLYyF5XoujIiy-lIG7tcTeaeeLLyihmY&_nc_ohc=19pEfDEAIJMQ7kNvwGIuRco&_nc_oc=AdkSw-5WJYUTBE13Tm3edGXQ76NLczOKz8TQUWWnUJPNDPmKPrIthurw_OzsvKuIO2HeNDYuXq4MM_qHc9sdqzw1&_nc_zt=24&_nc_ht=scontent.faqa2-1.fna&_nc_gid=3c00NkQHYRPVNH8eiYdDrA&oh=00_AfE4Ur5lo_tgSB0c-wL2yJk-1MecLIECOBjWAFZr2qmO3A&oe=6810595A","Quem perdeu??
Contato : @marleyaguilar
with a Photo: https://www.facebook.com/photo/?fbid=1084812907005957&set=a.556096126544307","","https://www.facebook.com/amigobichoprudente/posts/pfbid02m18mnrZZDMWJtmgpnhL65RbHirTiCqBb8stm7RQ2MUAZ4DxtAPbFKyh4YqpbrGQjl","2025-04-23 10:23:59","0","21","29"
"1084812133672701","100064317746486","Amigo Bicho Prudente","https://scontent.faqa2-1.fna.fbcdn.net/v/t39.30808-1/327162223_734507631287847_544071472087810873_n.jpg?stp=c12.0.292.292a_cp0_dst-jpg_s40x40_tt6&_nc_cat=103&ccb=1-7&_nc_sid=2d3e12&_nc_eui2=AeEjtyOBxLuQcjix6ASPr9uRlQKCnG_O-I-VAoKcb874jwE2I0hScltqeLYyF5XoujIiy-lIG7tcTeaeeLLyihmY&_nc_ohc=19pEfDEAIJMQ7kNvwGIuRco&_nc_oc=AdkSw-5WJYUTBE13Tm3edGXQ76NLczOKz8TQUWWnUJPNDPmKPrIthurw_OzsvKuIO2HeNDYuXq4MM_qHc9sdqzw1&_nc_zt=24&_nc_ht=scontent.faqa2-1.fna&_nc_gid=JcP8tMLj0yLpz1J-6JNCYQ&oh=00_AfGNc8Cvd4xAj5TwxVLF8FCpEF63GymYWQ3_b5B5S50Vmw&oe=6810595A","Quem perdeu??
with a Facebook Post: https://www.facebook.com/marley.aguilardebrito/posts/pfbid02g39YmexxwfZ4rA2AM819QEY2fHdq2Gjfb4N6NnspQnx3vM8qyrDzQ7dTAPkzgFxxl","","https://www.facebook.com/amigobichoprudente/posts/pfbid0skDaX4okyfYc9f71NUE7Qmv36RGRGCGr8A9kTrzUBMyVft24MGnnUwvaCkWtkxygl","2025-04-23 10:22:46","4","8","0"
"1083572857129962","100064317746486","Amigo Bicho Prudente","https://scontent.faqa2-1.fna.fbcdn.net/v/t39.30808-1/327162223_734507631287847_544071472087810873_n.jpg?stp=c12.0.292.292a_cp0_dst-jpg_s40x40_tt6&_nc_cat=103&ccb=1-7&_nc_sid=2d3e12&_nc_eui2=AeEjtyOBxLuQcjix6ASPr9uRlQKCnG_O-I-VAoKcb874jwE2I0hScltqeLYyF5XoujIiy-lIG7tcTeaeeLLyihmY&_nc_ohc=19pEfDEAIJMQ7kNvwGIuRco&_nc_oc=AdkSw-5WJYUTBE13Tm3edGXQ76NLczOKz8TQUWWnUJPNDPmKPrIthurw_OzsvKuIO2HeNDYuXq4MM_qHc9sdqzw1&_nc_zt=24&_nc_ht=scontent.faqa2-1.fna&_nc_gid=JcP8tMLj0yLpz1J-6JNCYQ&oh=00_AfGNc8Cvd4xAj5TwxVLF8FCpEF63GymYWQ3_b5B5S50Vmw&oe=6810595A","❌Procura-se Charlotte!!
with a Photo: https://www.facebook.com/photo/?fbid=1083572723796642&set=a.556096126544307","","https://www.facebook.com/amigobichoprudente/posts/pfbid0UHZvinvaafPuGC6tf1Dhn2Ae1Ac6DWLVygyTgZzoDLA2yEWpEcfs4KCywK3QjA8fl","2025-04-21 22:13:18","0","73","148"
"1083571430463438","100064317746486","Amigo Bicho Prudente","https://scontent.faqa2-1.fna.fbcdn.net/v/t39.30808-1/327162223_734507631287847_544071472087810873_n.jpg?stp=c12.0.292.292a_cp0_dst-jpg_s40x40_tt6&_nc_cat=103&ccb=1-7&_nc_sid=2d3e12&_nc_eui2=AeEjtyOBxLuQcjix6ASPr9uRlQKCnG_O-I-VAoKcb874jwE2I0hScltqeLYyF5XoujIiy-lIG7tcTeaeeLLyihmY&_nc_ohc=19pEfDEAIJMQ7kNvwGIuRco&_nc_oc=AdkSw-5WJYUTBE13Tm3edGXQ76NLczOKz8TQUWWnUJPNDPmKPrIthurw_OzsvKuIO2HeNDYuXq4MM_qHc9sdqzw1&_nc_zt=24&_nc_ht=scontent.faqa2-1.fna&_nc_gid=JcP8tMLj0yLpz1J-6JNCYQ&oh=00_AfGNc8Cvd4xAj5TwxVLF8FCpEF63GymYWQ3_b5B5S50Vmw&oe=6810595A","❌URGENTE!! 🆘 
“mãezinha e 6 bebês que pelo jeito estão abandonados nessa rua PAQUETA 67 JD Guanabara.
Estão pele osso e sarna.
são 6 bebês em situação crueldade do abandono desde já agradeço postar e a única sorte deles.desde já gratidão”
@ludoneda
with 2 Attachments: https://www.facebook.com/amigobichoprudente/posts/pfbid0AmofFn8mpM5E3jQmPGRXRqAz2ZJUd2nwLYjfHGdkmx4biSNz2LfLYkdiUaRr13EJl","","https://www.facebook.com/amigobichoprudente/posts/pfbid0AmofFn8mpM5E3jQmPGRXRqAz2ZJUd2nwLYjfHGdkmx4biSNz2LfLYkdiUaRr13EJl","2025-04-21 22:12:31","0","11","87"
"1083564363797478","100064317746486","Amigo Bicho Prudente","https://scontent.faqa2-1.fna.fbcdn.net/v/t39.30808-1/327162223_734507631287847_544071472087810873_n.jpg?stp=c12.0.292.292a_cp0_dst-jpg_s40x40_tt6&_nc_cat=103&ccb=1-7&_nc_sid=2d3e12&_nc_eui2=AeEjtyOBxLuQcjix6ASPr9uRlQKCnG_O-I-VAoKcb874jwE2I0hScltqeLYyF5XoujIiy-lIG7tcTeaeeLLyihmY&_nc_ohc=19pEfDEAIJMQ7kNvwGIuRco&_nc_oc=AdkSw-5WJYUTBE13Tm3edGXQ76NLczOKz8TQUWWnUJPNDPmKPrIthurw_OzsvKuIO2HeNDYuXq4MM_qHc9sdqzw1&_nc_zt=24&_nc_ht=scontent.faqa2-1.fna&_nc_gid=NfrmpWMWIRtiJNjdHBcXqQ&oh=00_AfH4VKhzhRME2Ry2SM57Kx1djg_hkyas6Uqke31K_5nDlQ&oe=6810595A","❌quem perdeu??
with a Photo: https://www.facebook.com/photo/?fbid=1083564343797480&set=a.556096126544307","","https://www.facebook.com/amigobichoprudente/posts/pfbid0QX3DjFhYusoZgDoQNpqtjvrfJyApn8xsSGar3XPwztX99E3MgUygv1GGYW8MtDx8l","2025-04-21 21:58:57","46","290","361"
"1083532970467284","100064317746486","Amigo Bicho Prudente","https://scontent.faqa2-1.fna.fbcdn.net/v/t39.30808-1/327162223_734507631287847_544071472087810873_n.jpg?stp=c12.0.292.292a_cp0_dst-jpg_s40x40_tt6&_nc_cat=103&ccb=1-7&_nc_sid=2d3e12&_nc_eui2=AeEjtyOBxLuQcjix6ASPr9uRlQKCnG_O-I-VAoKcb874jwE2I0hScltqeLYyF5XoujIiy-lIG7tcTeaeeLLyihmY&_nc_ohc=19pEfDEAIJMQ7kNvwGIuRco&_nc_oc=AdkSw-5WJYUTBE13Tm3edGXQ76NLczOKz8TQUWWnUJPNDPmKPrIthurw_OzsvKuIO2HeNDYuXq4MM_qHc9sdqzw1&_nc_zt=24&_nc_ht=scontent.faqa2-1.fna&_nc_gid=NfrmpWMWIRtiJNjdHBcXqQ&oh=00_AfH4VKhzhRME2Ry2SM57Kx1djg_hkyas6Uqke31K_5nDlQ&oe=6810595A","Alguém viu??
Compartilhe
with a Facebook Post: https://www.facebook.com/amigobichoprudente/posts/1077658887721359","","https://www.facebook.com/amigobichoprudente/posts/pfbid0SnramsfXTNExmeu4o2ujNsSMUKoeEHTEdigc2eSbwuiEToVdozbeBq5jFVhMrVeml","2025-04-21 21:00:41","0","3","26"
"1083530400467541","100064317746486","Amigo Bicho Prudente","https://scontent.faqa2-1.fna.fbcdn.net/v/t39.30808-1/327162223_734507631287847_544071472087810873_n.jpg?stp=c12.0.292.292a_cp0_dst-jpg_s40x40_tt6&_nc_cat=103&ccb=1-7&_nc_sid=2d3e12&_nc_eui2=AeEjtyOBxLuQcjix6ASPr9uRlQKCnG_O-I-VAoKcb874jwE2I0hScltqeLYyF5XoujIiy-lIG7tcTeaeeLLyihmY&_nc_ohc=19pEfDEAIJMQ7kNvwGIuRco&_nc_oc=AdkSw-5WJYUTBE13Tm3edGXQ76NLczOKz8TQUWWnUJPNDPmKPrIthurw_OzsvKuIO2HeNDYuXq4MM_qHc9sdqzw1&_nc_zt=24&_nc_ht=scontent.faqa2-1.fna&_nc_gid=NfrmpWMWIRtiJNjdHBcXqQ&oh=00_AfH4VKhzhRME2Ry2SM57Kx1djg_hkyas6Uqke31K_5nDlQ&oe=6810595A","
with a Facebook Post: https://www.facebook.com/groups/1482382102037212/permalink/4159326241009438/","","https://www.facebook.com/amigobichoprudente/posts/pfbid02Kp82dZibV654cN2Gw11bcGYYS28Xz6Hw6eQN9GZLJ92VstwCdwmoHUUpDzmWVYHil","2025-04-21 20:55:36","0","12","34"
"1083529577134290","100064317746486","Amigo Bicho Prudente","https://scontent.faqa2-1.fna.fbcdn.net/v/t39.30808-1/327162223_734507631287847_544071472087810873_n.jpg?stp=c12.0.292.292a_cp0_dst-jpg_s40x40_tt6&_nc_cat=103&ccb=1-7&_nc_sid=2d3e12&_nc_eui2=AeEjtyOBxLuQcjix6ASPr9uRlQKCnG_O-I-VAoKcb874jwE2I0hScltqeLYyF5XoujIiy-lIG7tcTeaeeLLyihmY&_nc_ohc=19pEfDEAIJMQ7kNvwGIuRco&_nc_oc=AdkSw-5WJYUTBE13Tm3edGXQ76NLczOKz8TQUWWnUJPNDPmKPrIthurw_OzsvKuIO2HeNDYuXq4MM_qHc9sdqzw1&_nc_zt=24&_nc_ht=scontent.faqa2-1.fna&_nc_gid=4b-Em894nqbkhgQHXRmQyg&oh=00_AfHw6m7lIrSFYksBsVEiYbKlCAn_UZ-LACe1JsyXA7pUKg&oe=6810595A","
with a Facebook Post: https://www.facebook.com/groups/feiradorolodepresidenteprudente/permalink/9220691498054195/","","https://www.facebook.com/amigobichoprudente/posts/pfbid02g1QCeQta6Ar5LFUDcjRcURMiBhCGg7zUfToJ7sN8McipZWjogpLqDCwH5G51xgENl","2025-04-21 20:53:43","0","13","13"
